"INDV","N_SITES.x","MEAN_DEPTH","N_DATA","N_GENOTYPES_FILTERED","N_MISS","F_MISS","O.HOM.","E.HOM.","N_SITES.y","Fis","POP","Sample","Lib","Index","Row"
"Gno-BLNWR_BL44-24_Lib3_I7",16092,397.589,16092,0,26,0.00161571,14658,13786.1,15266,0.58916,"Gan-BLNWR","BL44-24","Lib3","I7",NA
"Gno-BLNWR_BL45-24_Lib3_I7",16092,216.21,16092,0,25,0.00155357,14611,13782.3,15265,0.5589,"Gan-BLNWR","BL45-24","Lib3","I7",NA
"Gno-BLNWR_BL46-24_Lib3_I7",16092,215.919,16092,0,27,0.00167785,14578,13785.9,15266,0.53517,"Gan-BLNWR","BL46-24","Lib3","I7",NA
"Gno-BLNWR_BL47-24_Lib3_I2",16092,228.287,16092,0,13,0.000807855,14675,13797.3,15280,0.59196,"Gan-BLNWR","BL47-24","Lib3","I2",NA
"Gno-BLNWR_BL48-24_Lib3_I4",16092,462.442,16092,0,32,0.00198857,14614,13779.5,15261,0.56328,"Gan-BLNWR","BL48-24","Lib3","I4",NA
"Gno-DY_DY01-24_Lib3_I4",16092,188.791,16092,0,1,6.21427e-05,14857,13805.3,15289,0.70884,"Gan-DY","DY01-24","Lib3","I4",NA
"Gno-DY_DY02-24_Lib3_I2",16092,192.575,16092,0,0,0,14882,13806.2,15290,0.72503,"Gan-DY","DY02-24","Lib3","I2",NA
"Gno-DY_DY03-24_Lib3_I10",16092,68.0437,16092,0,211,0.0131121,14677,13618.6,15088,0.72029,"Gan-DY","DY03-24","Lib3","I10",NA
"Gno-DY_DY04-24_Lib3_I7",16092,175.994,16092,0,5,0.000310713,14854,13801.2,15285,0.70952,"Gan-DY","DY04-24","Lib3","I7",NA
"Gno-DY_DY05-24_Lib3_I4",16092,171.435,16092,0,26,0.00161571,14876,13783.1,15265,0.7375,"Gan-DY","DY05-24","Lib3","I4",NA
"Gno-DY_DY06-24_Lib3_I10",16092,83.7118,16092,0,36,0.00223714,14741,13775.7,15258,0.65123,"Gan-DY","DY06-24","Lib3","I10",NA
"Gno-DY_DY07-24_Lib3_I10",16092,97.0511,16092,0,19,0.00118071,14780,13789.3,15272,0.66818,"Gan-DY","DY07-24","Lib3","I10",NA
"Gno-DY_DY08-24_Lib3_I2",16092,201.958,16092,0,7,0.000434999,14868,13800.2,15283,0.72012,"Gan-DY","DY08-24","Lib3","I2",NA
"Gno-DY_DY09-24_Lib3_I4",16092,235.391,16092,0,0,0,14908,13806.2,15290,0.74256,"Gan-DY","DY09-24","Lib3","I4",NA
"Gno-DY_DY11-24_Lib3_I7",16092,112.749,16092,0,3,0.000186428,14921,13803.6,15287,0.75327,"Gan-DY","DY11-24","Lib3","I7",NA
"Gno-DY_DY12-24_Lib3_I4",16092,21.8709,16092,0,332,0.0206314,14023,13513.7,14970,0.34972,"Gan-DY","DY12-24","Lib3","I4",NA
"Gno-DY_DY13-24_Lib3_I10",16092,510.362,16092,0,4,0.000248571,14876,13802.2,15286,0.72368,"Gan-DY","DY13-24","Lib3","I10",NA
"Gno-DY_DY15-24_Lib3_I4",16092,381.678,16092,0,10,0.000621427,14879,13796.3,15280,0.72974,"Gan-DY","DY15-24","Lib3","I4",NA
"Gno-DY_DY16-24_Lib3_I10",16091,14.9466,16092,0,1400,0.0869998,13021,12605.9,13973,0.30361,"Gan-DY","DY16-24","Lib3","I10",NA
"Gno-DY_DY17-24_Lib3_I7",16092,34.8183,16092,0,102,0.00633855,14758,13716.1,15195,0.70452,"Gan-DY","DY17-24","Lib3","I7",NA
"Gno-DY_DY18-24_Lib3_I10",16092,82.9566,16092,0,7,0.000434999,14797,13800.2,15284,0.67178,"Gan-DY","DY18-24","Lib3","I10",NA
"Gno-DY_DY20-24_Lib3_I7",16092,16.8743,16092,0,1558,0.0968183,13396,12436.7,13810,0.69853,"Gan-DY","DY20-24","Lib3","I7",NA
"Gno-DY_DY21-24_Lib3_I10",16092,229.929,16092,0,4,0.000248571,14881,13802.4,15286,0.72701,"Gan-DY","DY21-24","Lib3","I10",NA
"Gno-DY_DY24-24_Lib3_I2",16092,22.686,16092,0,393,0.0244221,13690,13450.8,14907,0.16424,"Gan-DY","DY24-24","Lib3","I2",NA
"Gno-DY_DY25-24_Lib3_I4",16092,53.0592,16092,0,90,0.00559284,14776,13723.2,15202,0.71194,"Gan-DY","DY25-24","Lib3","I4",NA
"Gno-DY_DY26-24_Lib3_I2",16092,43.9493,16092,0,209,0.0129878,14637,13619.6,15090,0.69192,"Gan-DY","DY26-24","Lib3","I2",NA
"Gno-DY_DY27-24_Lib3_I2",16092,85.4293,16092,0,1,6.21427e-05,14887,13805.2,15289,0.72908,"Gan-DY","DY27-24","Lib3","I2",NA
