"INDV","N_SITES.x","MEAN_DEPTH","N_DATA","N_GENOTYPES_FILTERED","N_MISS","F_MISS","O.HOM.","E.HOM.","N_SITES.y","Fis","POP","Sample","Lib","Index","Row"
"Gan-HEAD_MGL-16166_Lib1_I8",29534,121.011,29538,0,707,0.0239353,18201,16153.6,20545,0.46622,"Gan-HEAD","MGL-16166","Lib1","I8",NA
"Gan-HEAD_MGL-16167_Lib1_I9",29538,75.7547,29538,0,27,0.000914077,20765,16499.2,20989,0.95011,"Gan-HEAD","MGL-16167","Lib1","I9",NA
"Gan-HEAD_MGL-16171_Lib1_I11",29525,195.386,29538,0,350,0.0118491,15235,16309.1,20745,-0.24213,"Gan-HEAD","MGL-16171","Lib1","I11",NA
"Gan-HEAD_MGL-16173_Lib1_I9",29512,116.518,29538,0,944,0.0319588,18194,15978.7,20318,0.51052,"Gan-HEAD","MGL-16173","Lib1","I9",NA
"Gan-PHL_MGL-18957_Lib1_I11",29522,47.774,29538,0,360,0.0121877,20408,16323.7,20775,0.91755,"Gan-PHL","MGL-18957","Lib1","I11",NA
"Gan-PHL_MGL-18958_Lib1_I11",29538,145.557,29538,0,7,0.000236983,20422,16514.8,21007,0.86978,"Gan-PHL","MGL-18958","Lib1","I11",NA
"Gan-PHL_MGL-18965_Lib1_I2",29464,6.53516,29538,0,11733,0.397217,12749,10356.5,13326,0.80569,"Gan-PHL","MGL-18965","Lib1","I2",NA
"Gan-PHL_MGL-18967_Lib1_I8",29538,211.376,29538,0,43,0.00145575,20591,16492,20977,0.91394,"Gan-PHL","MGL-18967","Lib1","I8",NA
"Gan-PHL_MGL-18970_Lib1_I11",29538,258.798,29538,0,38,0.00128648,20616,16502.5,20991,0.91645,"Gan-PHL","MGL-18970","Lib1","I11",NA
"Gan-PHL_MGL-18973_Lib1_I11",29538,271.318,29538,0,14,0.000473966,20468,16507.4,20998,0.88198,"Gan-PHL","MGL-18973","Lib1","I11",NA
"Gan-PHL_PSGn_1_Lib2_I10",29538,125.421,29538,0,57,0.00192972,20576,16486.1,20973,0.91152,"Gan-PHL","PSGn_1","Lib2","I10",NA
"Gan-PHL_PSGn_10_Lib2_I8",29538,120.255,29538,0,54,0.00182815,20465,16484.9,20968,0.8878,"Gan-PHL","PSGn_10","Lib2","I8",NA
"Gan-PHL_PSGn_11_Lib2_I1",29538,170.441,29538,0,16,0.000541675,20569,16510.2,21000,0.904,"Gan-PHL","PSGn_11","Lib2","I1",NA
"Gan-PHL_PSGn_12_Lib2_I10",29538,145.468,29538,0,47,0.00159117,20479,16491.8,20975,0.88937,"Gan-PHL","PSGn_12","Lib2","I10",NA
"Gan-PHL_PSGn_13_Lib2_I6",29538,170.48,29538,0,11,0.000372402,20620,16512.9,21004,0.9145,"Gan-PHL","PSGn_13","Lib2","I6",NA
"Gan-PHL_PSGn_2_Lib2_I6",29538,161.731,29538,0,2,6.77094e-05,14267,16516.4,21009,-0.50069,"Gan-PHL","PSGn_2","Lib2","I6",NA
"Gan-PHL_PSGn_3_Lib2_I1",29538,108.644,29538,0,35,0.00118491,20617,16500.1,20989,0.91713,"Gan-PHL","PSGn_3","Lib2","I1",NA
"Gan-PHL_PSGn_4_Lib2_I8",29538,126.132,29538,0,46,0.00155732,20600,16496,20983,0.91464,"Gan-PHL","PSGn_4","Lib2","I8",NA
"Gan-PHL_PSGn_5_Lib2_I1",29538,162.318,29538,0,1,3.38547e-05,17636,16516.9,21010,0.24907,"Gan-PHL","PSGn_5","Lib2","I1",NA
"Gan-PHL_PSGn_6_Lib2_I10",29538,124.26,29538,0,22,0.000744803,19361,16508,20997,0.63555,"Gan-PHL","PSGn_6","Lib2","I10",NA
"Gan-PHL_PSGn_7_Lib2_I6",29538,134.417,29538,0,66,0.00223441,20573,16487.7,20970,0.91143,"Gan-PHL","PSGn_7","Lib2","I6",NA
"Gan-PHL_PSGn_8_Lib2_I6",29538,130.128,29538,0,32,0.00108335,19215,16502.2,20991,0.60434,"Gan-PHL","PSGn_8","Lib2","I6",NA
"Gan-PHL_PSGn_9_Lib2_I8",29538,156.183,29538,0,40,0.00135419,19645,16497.7,20984,0.70154,"Gan-PHL","PSGn_9","Lib2","I8",NA
"Gan-Sink27_94671-A_Lib2_I6",29535,69.1405,29538,0,78,0.00264067,20794,16468.8,20947,0.96583,"Gan-Sink27","94671-A","Lib2","I6",NA
"Gan-Sink27_94671-B_Lib2_I10",29535,50.6563,29538,0,73,0.00247139,20765,16483.1,20966,0.95516,"Gan-Sink27","94671-B","Lib2","I10",NA
"Gan-Sink27_94671-C_Lib2_I8",29538,54.8834,29538,0,136,0.00460424,20743,16443.8,20915,0.96153,"Gan-Sink27","94671-C","Lib2","I8",NA
"Gan-Sink27_94683-A_Lib2_I1",29538,40.9179,29538,0,180,0.00609385,20743,16433.4,20906,0.96356,"Gan-Sink27","94683-A","Lib2","I1",NA
"Gan-Sink31_94672-A_Lib2_I10",29538,39.337,29538,0,275,0.00931004,20541,16413.5,20887,0.92266,"Gan-Sink31","94672-A","Lib2","I10",NA
"Gan-Sink31_94672-B_Lib2_I1",29537,44.7399,29538,0,98,0.00331776,20602,16473.2,20959,0.92041,"Gan-Sink31","94672-B","Lib2","I1",NA
"Gan-Sink31_94672-C_Lib2_I8",29538,49.0007,29538,0,27,0.000914077,20572,16502.8,20993,0.90624,"Gan-Sink31","94672-C","Lib2","I8",NA
"Gan-Sink31_94672-D_Lib2_I8",29538,35.0651,29538,0,143,0.00484122,20562,16456.1,20937,0.91631,"Gan-Sink31","94672-D","Lib2","I8",NA
"Gan-Sink31_94672-E_Lib2_I10",29538,34.4407,29538,0,284,0.00961473,20490,16389.9,20852,0.91887,"Gan-Sink31","94672-E","Lib2","I10",NA
"Gan-Sink31_94686-A_Lib2_I6",29538,42.3558,29538,0,20,0.000677094,20570,16508.6,20999,0.90446,"Gan-Sink31","94686-A","Lib2","I6",NA
"Gan-Sink31_94686-B_Lib2_I1",29538,16.2986,29538,0,1735,0.0587379,19360,15608.7,19895,0.87519,"Gan-Sink31","94686-B","Lib2","I1",NA
"Gan-Sink31_94686-C_Lib2_I1",29538,24.1163,29538,0,307,0.0103934,20409,16372.1,20828,0.90597,"Gan-Sink31","94686-C","Lib2","I1",NA
"Gan-Sink31_94695-A_Lib2_I8",29538,40.428,29538,0,200,0.00677094,20723,16399.4,20862,0.96885,"Gan-Sink31","94695-A","Lib2","I8",NA
"Gan-Sink31_94695-B_Lib2_I10",29538,39.1863,29538,0,246,0.00832826,20709,16400.7,20865,0.96506,"Gan-Sink31","94695-B","Lib2","I10",NA
"Gan-Sink31_94695-C_Lib2_I6",29538,60.6157,29538,0,139,0.0047058,20767,16444.5,20918,0.96625,"Gan-Sink31","94695-C","Lib2","I6",NA
"Gan-Sink37_94681-A_Lib2_I1",29538,34.4155,29538,0,139,0.0047058,20708,16453,20925,0.95148,"Gan-Sink37","94681-A","Lib2","I1",NA
"Gan-Sink37_94681-C_Lib2_I10",29535,24.424,29538,0,938,0.0317557,20291,16111.6,20524,0.94719,"Gan-Sink37","94681-C","Lib2","I10",NA
"Gan-Sink37_94701-A_Lib2_I6",29535,57.9912,29538,0,61,0.00206514,20783,16491.1,20976,0.95697,"Gan-Sink37","94701-A","Lib2","I6",NA
"Gan-Sink37_94701-B_Lib2_I6",29538,48.8075,29538,0,77,0.00260681,20716,16467.7,20947,0.94843,"Gan-Sink37","94701-B","Lib2","I6",NA
"Gan-Sink37_94701-C_Lib2_I8",29538,43.5052,29538,0,54,0.00182815,20765,16499.2,20987,0.95053,"Gan-Sink37","94701-C","Lib2","I8",NA
"Gan-Sink7_94670-A_Lib2_I6",29538,18.0071,29538,0,862,0.0291827,19493,16065.1,20459,0.78015,"Gan-Sink7","94670-A","Lib2","I6",NA
"Gan-Sink7_94670-B_Lib2_I10",29538,16.4685,29538,0,1612,0.0545738,19377,15771,20100,0.83299,"Gan-Sink7","94670-B","Lib2","I10",NA
"Gan-Sink7_94670-C_Lib2_I8",29538,13.2874,29538,0,2689,0.0910353,19199,15205.1,19411,0.94959,"Gan-Sink7","94670-C","Lib2","I8",NA
"Gan-Sink7_94687-A_Lib2_I8",29538,47.7246,29538,0,43,0.00145575,20801,16497.9,20985,0.95899,"Gan-Sink7","94687-A","Lib2","I8",NA
"Gan-Sink7_94687-B_Lib2_I6",29538,46.7662,29538,0,40,0.00135419,20663,16493.6,20980,0.92934,"Gan-Sink7","94687-B","Lib2","I6",NA
"Gan-Sink7_94687-C_Lib2_I10",29538,35.9601,29538,0,230,0.00778658,20721,16424.5,20894,0.96129,"Gan-Sink7","94687-C","Lib2","I10",NA
"Gan-Sink7_94696-A_Lib2_I1",29538,17.2382,29538,0,1422,0.0481414,19294,15773.1,20089,0.8158,"Gan-Sink7","94696-A","Lib2","I1",NA
"Gan-Sink7_94696-B_Lib2_I1",29538,21.671,29538,0,838,0.0283702,20227,16077.5,20469,0.94489,"Gan-Sink7","94696-B","Lib2","I1",NA
"Gno-BAL_B01-24_Lib3_I10",29538,49.9406,29538,0,68,0.00230212,20434,16485.7,20971,0.88028,"Gno-BAL","B01-24","Lib3","I10",NA
"Gno-BAL_B02-24_Lib3_I7",29538,286.917,29538,0,7,0.000236983,20442,16512.4,21004,0.87488,"Gno-BAL","B02-24","Lib3","I7",NA
"Gno-BAL_B03-24_Lib3_I10",29538,455.876,29538,0,17,0.00057553,20331,16504,20993,0.85253,"Gno-BAL","B03-24","Lib3","I10",NA
"Gno-BAL_B04-24_Lib3_I2",29526,113.353,29538,0,72,0.00243754,20388,16470.7,20949,0.87473,"Gno-BAL","B04-24","Lib3","I2",NA
"Gno-BAL_B05-24_Lib3_I10",29538,65.3477,29538,0,19,0.000643239,20389,16506.9,20998,0.8644,"Gno-BAL","B05-24","Lib3","I10",NA
"Gno-BAL_B06-24_Lib3_I7",29538,202.944,29538,0,8,0.000270838,20398,16512.7,21004,0.86507,"Gno-BAL","B06-24","Lib3","I7",NA
"Gno-BAL_B07-24_Lib3_I4",29538,52.8171,29538,0,33,0.0011172,20346,16500.7,20990,0.85655,"Gno-BAL","B07-24","Lib3","I4",NA
"Gno-BAL_B08-24_Lib3_I7",29538,392.214,29538,0,41,0.00138804,20383,16489.9,20975,0.86801,"Gno-BAL","B08-24","Lib3","I7",NA
"Gno-BAL_B09-24_Lib3_I2",29538,64.4151,29538,0,36,0.00121877,20166,16506.3,20997,0.81495,"Gno-BAL","B09-24","Lib3","I2",NA
"Gno-BAL_B10-24_Lib3_I10",29538,90.5446,29538,0,66,0.00223441,20361,16481,20965,0.8653,"Gno-BAL","B10-24","Lib3","I10",NA
"Gno-BAL_B11-24_Lib3_I10",29538,31.2544,29538,0,208,0.00704178,19766,16419.4,20892,0.74825,"Gno-BAL","B11-24","Lib3","I10",NA
"Gno-BAL_B12-24_Lib3_I2",29538,152.226,29538,0,36,0.00121877,20398,16494.7,20984,0.86947,"Gno-BAL","B12-24","Lib3","I2",NA
"Gno-BAL_B13-24_Lib3_I2",29538,96.0455,29538,0,17,0.00057553,20404,16508.7,20999,0.86749,"Gno-BAL","B13-24","Lib3","I2",NA
"Gno-BAL_B14-24_Lib3_I2",29538,162.403,29538,0,3,0.000101564,20264,16516.9,21010,0.83397,"Gno-BAL","B14-24","Lib3","I2",NA
"Gno-BAL_B15-24_Lib3_I10",29526,63.2222,29538,0,124,0.00419798,20329,16437,20912,0.86972,"Gno-BAL","B15-24","Lib3","I10",NA
"Gno-BAL_B16-24_Lib3_I4",29534,32.8363,29538,0,2791,0.0944885,18160,15011.6,19112,0.76783,"Gno-BAL","B16-24","Lib3","I4",NA
"Gno-BAL_B17-24_Lib3_I4",29538,66.239,29538,0,53,0.0017943,20337,16491,20980,0.85676,"Gno-BAL","B17-24","Lib3","I4",NA
"Gno-BAL_B18-24_Lib3_I4",29538,115.546,29538,0,0,0,19917,16516.9,21010,0.75674,"Gno-BAL","B18-24","Lib3","I4",NA
"Gno-BAL_B19-24_Lib3_I2",29538,233.307,29538,0,12,0.000406256,20402,16508.5,20999,0.86705,"Gno-BAL","B19-24","Lib3","I2",NA
"Gno-BAL_B21-24_Lib3_I4",29538,155.922,29538,0,33,0.0011172,16987,16498.6,20986,0.10884,"Gno-BAL","B21-24","Lib3","I4",NA
"Gno-BAL_B22-24_Lib3_I2",29538,177.351,29538,0,24,0.000812513,20361,16500.6,20989,0.86008,"Gno-BAL","B22-24","Lib3","I2",NA
"Gno-BAL_B23-24_Lib3_I4",29538,125.74,29538,0,11,0.000372402,20438,16513.5,21006,0.87357,"Gno-BAL","B23-24","Lib3","I4",NA
"Gno-BAL_B24-24_Lib3_I7",29538,183.842,29538,0,27,0.000914077,20426,16507.2,20998,0.87263,"Gno-BAL","B24-24","Lib3","I7",NA
"Gno-BAL_B25-24_Lib3_I7",29538,112.076,29538,0,20,0.000677094,20465,16509.9,21001,0.88065,"Gno-BAL","B25-24","Lib3","I7",NA
"Gno-BC_BL14-24_Lib3_I4",29538,515.835,29538,0,35,0.00118491,20547,16494.6,20982,0.90306,"Gno-BC","BL14-24","Lib3","I4",NA
"Gno-BC_BL15-24_Lib3_I4",29538,110.013,29538,0,56,0.00189586,20539,16488.7,20973,0.90322,"Gno-BC","BL15-24","Lib3","I4",NA
"Gno-BC_BL16-24_Lib3_I10",29538,193.873,29538,0,48,0.00162503,20590,16496.6,20984,0.9122,"Gno-BC","BL16-24","Lib3","I10",NA
"Gno-BC_BL17-24_Lib3_I7",29538,124.811,29538,0,33,0.0011172,20609,16497.1,20984,0.91642,"Gno-BC","BL17-24","Lib3","I7",NA
"Gno-BC_BL18-24_Lib3_I10",29538,207.964,29538,0,25,0.000846367,20512,16499.9,20989,0.89374,"Gno-BC","BL18-24","Lib3","I10",NA
"Gno-BC_BL19-24_Lib3_I4",29538,222.543,29538,0,44,0.00148961,20580,16488.8,20974,0.91216,"Gno-BC","BL19-24","Lib3","I4",NA
"Gno-BC_BL20-24_Lib3_I2",29538,303.636,29538,0,17,0.00057553,20630,16505.2,20996,0.9185,"Gno-BC","BL20-24","Lib3","I2",NA
"Gno-BC_BL21-24_Lib3_I7",29538,153.307,29538,0,11,0.000372402,20630,16511.8,21003,0.91695,"Gno-BC","BL21-24","Lib3","I7",NA
"Gno-BC_BL22-24_Lib3_I2",29538,283.877,29538,0,9,0.000304692,20619,16510.5,21001,0.91493,"Gno-BC","BL22-24","Lib3","I2",NA
"Gno-BC_BL23-24_Lib3_I7",29538,157.187,29538,0,29,0.000981786,20589,16499.3,20987,0.91131,"Gno-BC","BL23-24","Lib3","I7",NA
"Gno-BC_BL24-24_Lib3_I2",29538,207.475,29538,0,40,0.00135419,20609,16494.5,20981,0.91708,"Gno-BC","BL24-24","Lib3","I2",NA
"Gno-BC_BL25-24_Lib3_I7",29538,70.0748,29538,0,40,0.00135419,20595,16495.1,20981,0.91395,"Gno-BC","BL25-24","Lib3","I7",NA
"Gno-BC_BL26-24_Lib3_I4",29538,842.846,29538,0,13,0.000440111,20603,16511.5,21003,0.91094,"Gno-BC","BL26-24","Lib3","I4",NA
"Gno-BC_BL27-24_Lib3_I7",29538,170.556,29538,0,10,0.000338547,20557,16512,21003,0.90069,"Gno-BC","BL27-24","Lib3","I7",NA
"Gno-BC_BL28-24_Lib3_I10",29538,57.6312,29538,0,54,0.00182815,20255,16489.4,20973,0.83986,"Gno-BC","BL28-24","Lib3","I10",NA
"Gno-BC_BL29-24_Lib3_I4",29538,394.899,29538,0,54,0.00182815,20595,16484.7,20970,0.91639,"Gno-BC","BL29-24","Lib3","I4",NA
"Gno-BC_BL30-24_Lib3_I10",29538,347.052,29538,0,35,0.00118491,20551,16495,20981,0.90415,"Gno-BC","BL30-24","Lib3","I10",NA
"Gno-BC_BL31-24_Lib3_I7",29538,102.218,29538,0,40,0.00135419,20639,16498.7,20987,0.92246,"Gno-BC","BL31-24","Lib3","I7",NA
"Gno-BC_BL32-24_Lib3_I2",29538,209.303,29538,0,13,0.000440111,20632,16508.5,20998,0.91848,"Gno-BC","BL32-24","Lib3","I2",NA
"Gno-BC_BL33-24_Lib3_I2",29534,96.6591,29538,0,61,0.00206514,20604,16483.4,20966,0.91924,"Gno-BC","BL33-24","Lib3","I2",NA
"Gno-BC_BL34-24_Lib3_I2",29538,393.624,29538,0,11,0.000372402,20559,16511.7,21002,0.90134,"Gno-BC","BL34-24","Lib3","I2",NA
"Gno-BC_BL49-24_Lib3_I10",29538,293.41,29538,0,33,0.0011172,20618,16498,20985,0.91821,"Gno-BC","BL49-24","Lib3","I10",NA
"Gno-BC_BL50-24_Lib3_I10",29538,834.234,29538,0,32,0.00108335,20601,16505.2,20995,0.91225,"Gno-BC","BL50-24","Lib3","I10",NA
"Gno-BC_BL51-24_Lib3_I4",29538,157.275,29538,0,70,0.00236983,20527,16474.4,20953,0.90488,"Gno-BC","BL51-24","Lib3","I4",NA
"Gno-BLNWR_BL01-24_Lib3_I10",29516,65.6911,29538,0,47,0.00159117,20633,16495,20982,0.92222,"Gno-BLNWR","BL01-24","Lib3","I10",NA
"Gno-BLNWR_BL02-24_Lib3_I10",29538,23.9978,29538,0,360,0.0121877,20449,16378.7,20840,0.91236,"Gno-BLNWR","BL02-24","Lib3","I10",NA
"Gno-BLNWR_BL03-24_Lib3_I7",29538,96.0535,29538,0,13,0.000440111,20656,16510.8,21002,0.92296,"Gno-BLNWR","BL03-24","Lib3","I7",NA
"Gno-BLNWR_BL04-24_Lib3_I4",29538,53.8444,29538,0,14,0.000473966,12762,16510.3,21000,-0.83485,"Gno-BLNWR","BL04-24","Lib3","I4",NA
"Gno-BLNWR_BL06-24_Lib3_I10",29529,6.16394,29538,0,13126,0.444377,7300,9483.5,12195,-0.8053,"Gno-BLNWR","BL06-24","Lib3","I10",NA
"Gno-BLNWR_BL07-24_Lib3_I4",29538,192.444,29538,0,1016,0.0343964,18576,15936.9,20261,0.61033,"Gno-BLNWR","BL07-24","Lib3","I4",NA
"Gno-BLNWR_BL08-24_Lib3_I7",29538,464.16,29538,0,34,0.00115106,20655,16501.7,20991,0.92515,"Gno-BLNWR","BL08-24","Lib3","I7",NA
"Gno-BLNWR_BL09-24_Lib3_I7",29538,349.179,29538,0,54,0.00182815,20623,16483.9,20966,0.92347,"Gno-BLNWR","BL09-24","Lib3","I7",NA
"Gno-BLNWR_BL10-24_Lib3_I4",29538,208.879,29538,0,49,0.00165888,20596,16485.2,20968,0.91702,"Gno-BLNWR","BL10-24","Lib3","I4",NA
"Gno-BLNWR_BL11-24_Lib3_I7",29538,272.581,29538,0,35,0.00118491,20608,16496.2,20984,0.91622,"Gno-BLNWR","BL11-24","Lib3","I7",NA
"Gno-BLNWR_BL12-24_Lib3_I10",29538,471.828,29538,0,46,0.00155732,20609,16494.2,20980,0.91729,"Gno-BLNWR","BL12-24","Lib3","I10",NA
"Gno-BLNWR_BL13-24_Lib3_I2",29538,321.374,29538,0,25,0.000846367,20631,16506.3,20996,0.9187,"Gno-BLNWR","BL13-24","Lib3","I2",NA
"Gno-BLNWR_BL35-24_Lib3_I10",29538,364.329,29538,0,35,0.00118491,20612,16493.7,20982,0.91756,"Gno-BLNWR","BL35-24","Lib3","I10",NA
"Gno-BLNWR_BL36-24_Lib3_I4",29538,908.253,29538,0,56,0.00189586,20568,16487.9,20973,0.9097,"Gno-BLNWR","BL36-24","Lib3","I4",NA
"Gno-BLNWR_BL37-24_Lib3_I2",29538,261.64,29538,0,54,0.00182815,20634,16492.7,20978,0.92331,"Gno-BLNWR","BL37-24","Lib3","I2",NA
"Gno-BLNWR_BL38-24_Lib3_I2",29538,260.061,29538,0,38,0.00128648,20601,16494.7,20984,0.91469,"Gno-BLNWR","BL38-24","Lib3","I2",NA
"Gno-BLNWR_BL39-24_Lib3_I4",29538,226.38,29538,0,35,0.00118491,20639,16504.5,20994,0.92093,"Gno-BLNWR","BL39-24","Lib3","I4",NA
"Gno-BLNWR_BL40-24_Lib3_I10",29538,217.472,29538,0,21,0.000710949,20661,16505.6,20995,0.9256,"Gno-BLNWR","BL40-24","Lib3","I10",NA
"Gno-BLNWR_BL41-24_Lib3_I4",29538,205.45,29538,0,41,0.00138804,20608,16488.7,20975,0.9182,"Gno-BLNWR","BL41-24","Lib3","I4",NA
"Gno-BLNWR_BL42-24_Lib3_I2",29516,18.7624,29538,0,5283,0.178854,17206,13729.5,17544,0.91139,"Gno-BLNWR","BL42-24","Lib3","I2",NA
"Gno-BLNWR_BL43-24_Lib3_I2",29538,118.506,29538,0,49,0.00165888,20514,16492.1,20980,0.89617,"Gno-BLNWR","BL43-24","Lib3","I2",NA
"Gno-BLNWR_BL44-24_Lib3_I7",29538,431.382,29538,0,42,0.0014219,20635,16494.7,20981,0.92288,"Gno-BLNWR","BL44-24","Lib3","I7",NA
"Gno-BLNWR_BL45-24_Lib3_I7",29538,240.543,29538,0,37,0.00125262,20618,16497.9,20987,0.9178,"Gno-BLNWR","BL45-24","Lib3","I7",NA
"Gno-BLNWR_BL46-24_Lib3_I7",29538,238.746,29538,0,36,0.00121877,20597,16495.1,20980,0.9146,"Gno-BLNWR","BL46-24","Lib3","I7",NA
"Gno-BLNWR_BL47-24_Lib3_I2",29538,247.43,29538,0,22,0.000744803,20655,16505.3,20995,0.92427,"Gno-BLNWR","BL47-24","Lib3","I2",NA
"Gno-BLNWR_BL48-24_Lib3_I4",29538,515.408,29538,0,52,0.00176044,20602,16488.9,20973,0.91726,"Gno-BLNWR","BL48-24","Lib3","I4",NA
"Gno-DY_DY01-24_Lib3_I4",29538,202.053,29538,0,6,0.000203128,20746,16513.1,21005,0.94234,"Gno-DY","DY01-24","Lib3","I4",NA
"Gno-DY_DY02-24_Lib3_I2",29538,203.779,29538,0,3,0.000101564,20755,16516.9,21010,0.94325,"Gno-DY","DY02-24","Lib3","I2",NA
"Gno-DY_DY03-24_Lib3_I10",29538,77.8762,29538,0,134,0.00453653,20672,16454.5,20931,0.94214,"Gno-DY","DY03-24","Lib3","I10",NA
"Gno-DY_DY04-24_Lib3_I7",29538,189.041,29538,0,6,0.000203128,20762,16513.9,21006,0.94568,"Gno-DY","DY04-24","Lib3","I7",NA
"Gno-DY_DY05-24_Lib3_I4",29538,187.235,29538,0,35,0.00118491,20742,16494.4,20983,0.94631,"Gno-DY","DY05-24","Lib3","I4",NA
"Gno-DY_DY06-24_Lib3_I10",29538,94.8923,29538,0,19,0.000643239,20704,16514,21007,0.93256,"Gno-DY","DY06-24","Lib3","I10",NA
"Gno-DY_DY07-24_Lib3_I10",29538,109.605,29538,0,18,0.000609385,20704,16503.7,20994,0.93542,"Gno-DY","DY07-24","Lib3","I10",NA
"Gno-DY_DY08-24_Lib3_I2",29538,213.992,29538,0,2,6.77094e-05,20758,16516.9,21010,0.94391,"Gno-DY","DY08-24","Lib3","I2",NA
"Gno-DY_DY09-24_Lib3_I4",29538,253.768,29538,0,0,0,20765,16516.9,21010,0.94547,"Gno-DY","DY09-24","Lib3","I4",NA
"Gno-DY_DY11-24_Lib3_I7",29538,124.718,29538,0,13,0.000440111,20788,16508.4,20999,0.95301,"Gno-DY","DY11-24","Lib3","I7",NA
"Gno-DY_DY12-24_Lib3_I4",29538,23.0997,29538,0,366,0.0123908,20166,16331.2,20786,0.86082,"Gno-DY","DY12-24","Lib3","I4",NA
"Gno-DY_DY13-24_Lib3_I10",29538,569.514,29538,0,11,0.000372402,20760,16512.1,21004,0.94568,"Gno-DY","DY13-24","Lib3","I10",NA
"Gno-DY_DY14-24_Lib3_I2",29522,7.34662,29538,0,8984,0.304151,14724,11760.2,15102,0.88689,"Gno-DY","DY14-24","Lib3","I2",NA
"Gno-DY_DY15-24_Lib3_I4",29538,423.04,29538,0,21,0.000710949,20753,16502.1,20992,0.94677,"Gno-DY","DY15-24","Lib3","I4",NA
"Gno-DY_DY16-24_Lib3_I10",29524,16.5458,29538,0,1462,0.0494956,19460,15761.4,20089,0.85466,"Gno-DY","DY16-24","Lib3","I10",NA
"Gno-DY_DY17-24_Lib3_I7",29538,38.2209,29538,0,87,0.00294536,20710,16485.6,20973,0.94139,"Gno-DY","DY17-24","Lib3","I7",NA
"Gno-DY_DY18-24_Lib3_I10",29538,91.2426,29538,0,5,0.000169273,20707,16513.2,21005,0.93366,"Gno-DY","DY18-24","Lib3","I10",NA
"Gno-DY_DY19-24_Lib3_I7",29530,12.6873,29538,0,5340,0.180784,17032,13547.3,17305,0.92735,"Gno-DY","DY19-24","Lib3","I7",NA
"Gno-DY_DY20-24_Lib3_I7",29538,18.8626,29538,0,1455,0.0492586,19742,15718.3,20022,0.93494,"Gno-DY","DY20-24","Lib3","I7",NA
"Gno-DY_DY21-24_Lib3_I10",29538,245.08,29538,0,27,0.000914077,20751,16503.1,20994,0.94589,"Gno-DY","DY21-24","Lib3","I10",NA
"Gno-DY_DY22-24_Lib3_I7",29538,21.5866,29538,0,901,0.0305031,13376,16126.7,20543,-0.62287,"Gno-DY","DY22-24","Lib3","I7",NA
"Gno-DY_DY23-24_Lib3_I7",29538,49.3812,29538,0,11,0.000372402,18057,16511.1,21003,0.34415,"Gno-DY","DY23-24","Lib3","I7",NA
"Gno-DY_DY24-24_Lib3_I2",29538,23.7717,29538,0,558,0.0188909,19955,16295.9,20747,0.82207,"Gno-DY","DY24-24","Lib3","I2",NA
"Gno-DY_DY25-24_Lib3_I4",29538,59.7585,29538,0,16,0.000541675,20747,16509.9,21002,0.94323,"Gno-DY","DY25-24","Lib3","I4",NA
"Gno-DY_DY26-24_Lib3_I2",29538,45.5351,29538,0,297,0.0100548,20582,16387.9,20855,0.93889,"Gno-DY","DY26-24","Lib3","I2",NA
"Gno-DY_DY27-24_Lib3_I2",29538,93.2625,29538,0,12,0.000406256,20763,16509.5,21002,0.9468,"Gno-DY","DY27-24","Lib3","I2",NA
"Gno-LCCSP_19759-Gan_Lib3_I2",29538,645.873,29538,0,167,0.00565373,18618,16429.5,20895,0.49009,"Gno-LCCSP","19759-Gan","Lib3","I2",NA
